Date,AAPL,MSFT,GOOGL,JPM,JNJ,SPY,QQQ,GLD,TLT
2010-01-04,6.41238260269165,23.077381134033203,15.555864334106445,28.42393684387207,40.20470428466797,85.02794647216797,40.341575622558594,109.80000305175781,56.359466552734375
2010-01-05,6.423470973968506,23.0848445892334,15.487360954284668,28.974485397338867,39.73851776123047,85.25300598144531,40.341575622558594,109.69999694824219,56.72344970703125
2010-01-06,6.3212971687316895,22.94316864013672,15.09694766998291,29.133697509765625,40.06173324584961,85.31307220458984,40.0982551574707,111.51000213623047,55.96412658691406
2010-01-07,6.30960750579834,22.704566955566406,14.745495796203613,29.710803985595703,39.77581787109375,85.67318725585938,40.124324798583984,110.81999969482422,56.058258056640625
2010-01-08,6.351556301116943,22.86114501953125,14.942069053649902,29.637828826904297,39.912567138671875,85.95826721191406,40.45456314086914,111.37000274658203,56.033145904541016
2010-01-11,6.295526027679443,22.570348739624023,14.919485092163086,29.53832244873047,39.91877746582031,86.07835388183594,40.28945541381836,112.8499984741211,55.725669860839844
2010-01-12,6.2239155769348145,22.421222686767578,14.655647277832031,28.84847068786621,40.1301155090332,85.27552795410156,39.785396575927734,110.48999786376953,56.679542541503906
2010-01-13,6.311705589294434,22.630001068115234,14.57150936126709,29.35259437561035,40.384979248046875,85.99579620361328,40.28076171875,111.54000091552734,56.0206184387207
2010-01-14,6.275152206420898,23.0848445892334,14.64001178741455,29.64447021484375,40.46578598022461,86.22836303710938,40.31550979614258,112.02999877929688,56.80507278442383
2010-01-15,6.170282363891602,23.010278701782227,14.395535469055176,28.974485397338867,40.1301155090332,85.26055908203125,39.84623336791992,110.86000061035156,57.1564826965332
2010-01-19,6.443245887756348,23.18922996520996,14.584663391113281,28.709165573120117,40.621185302734375,86.32592010498047,40.489341735839844,111.5199966430664,56.99330520629883
2010-01-20,6.3440680503845215,22.808956146240234,14.405712127685547,28.78876304626465,40.49686050415039,85.4480972290039,39.90706253051758,108.94000244140625,57.570579528808594
2010-01-21,6.234403133392334,22.376487731933594,14.469498634338379,26.89162254333496,39.76338195800781,83.80502319335938,39.53337860107422,107.37000274658203,57.834228515625
2010-01-22,5.925184726715088,21.59356689453125,13.6511869430542,25.976226806640625,39.28475570678711,81.93683624267578,38.377525329589844,107.16999816894531,57.73377990722656
2010-01-25,6.08458948135376,21.861997604370117,13.402740478515625,26.00938606262207,39.297183990478516,82.35699462890625,38.50788497924805,107.4800033569336,57.47023010253906
2010-01-26,6.1705827713012695,21.996212005615234,13.46280288696289,25.498615264892578,39.029903411865234,82.0118637084961,38.54264831542969,107.55999755859375,57.48903274536133
2010-01-27,6.2287092208862305,22.122970581054688,13.454861640930176,26.088985443115234,39.433937072753906,82.40200805664062,38.8468132019043,106.52999877929688,57.457698822021484
2010-01-28,5.971327781677246,21.742700576782227,13.261019706726074,26.188478469848633,39.6577033996582,81.45668029785156,37.84739303588867,106.4800033569336,57.4262809753418
2010-01-29,5.754695415496826,21.011980056762695,13.153051376342773,25.830284118652344,39.073402404785156,80.57137298583984,37.18691635131836,105.95999908447266,57.928314208984375
2010-02-01,5.8346967697143555,21.183467864990234,13.229496955871582,26.287986755371094,39.21638870239258,81.82430267333984,37.59538650512695,108.3499984741211,57.402469635009766
2010-02-02,5.868553161621094,21.220746994018555,13.18233871459961,26.898244857788086,39.77581787109375,82.8146743774414,37.9343147277832,109.12999725341797,57.56622314453125
2010-02-03,5.969529151916504,21.34750747680664,13.423093795776367,26.72579574584961,39.55204772949219,82.40200805664062,38.14288330078125,108.69999694824219,56.898643493652344
2010-02-04,5.754394054412842,20.75845718383789,13.074620246887207,25.438922882080078,38.93666076660156,79.85861206054688,37.0391731262207,104.37000274658203,57.799224853515625
2010-02-05,5.856568813323975,20.892669677734375,13.186558723449707,25.405757904052734,38.93666076660156,80.02365112304688,37.352046966552734,104.68000030517578,57.9251823425293
